trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.01, 'e': 0.11341802565371652}",20,0,-242.90560915500086,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 5}",0
183,False,"{'a': 0.01, 'e': 0.11228949744262091}",20,0,-82.52345297184694,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
184,False,"{'a': 0.01, 'e': 0.11117219827484447}",35,0,-260.73474814453095,"{0: 17, 1: 5, 2: 9, 3: 0, 4: 4}",0
185,False,"{'a': 0.01, 'e': 0.11006601641953932}",20,0,-245.01896600287344,"{0: 7, 1: 0, 2: 9, 3: 0, 4: 4}",0
186,False,"{'a': 0.01, 'e': 0.10897084125759811}",30,0,-311.3893124670987,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 6}",0
187,False,"{'a': 0.01, 'e': 0.10788656327059197}",20,0,-118.54456826648591,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
188,False,"{'a': 0.01, 'e': 0.1068130740298187}",25,0,-178.4302940206786,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
189,False,"{'a': 0.01, 'e': 0.10575026618545957}",20,0,-176.22894470477306,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
190,False,"{'a': 0.01, 'e': 0.10469803345584452}",20,0,-171.53913931420033,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
191,False,"{'a': 0.01, 'e': 0.1036562706168237}",25,0,-203.69342156515987,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
192,False,"{'a': 0.01, 'e': 0.1026248734912451}",25,0,-170.56093076401584,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
193,False,"{'a': 0.01, 'e': 0.10160373893853661}",20,0,-242.56529382971152,"{0: 7, 1: 4, 2: 3, 3: 2, 4: 4}",0
194,False,"{'a': 0.01, 'e': 0.10059276484439204}",20,0,-185.56195314881717,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 3}",0
195,False,"{'a': 0.01, 'e': 0.0995918501105595}",20,0,-173.55690866431303,"{0: 6, 1: 4, 2: 8, 3: 0, 4: 2}",0
196,False,"{'a': 0.01, 'e': 0.0986008946447315}",20,0,-179.42325983078157,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
197,False,"{'a': 0.01, 'e': 0.09761979935053565}",20,0,-136.43415158945558,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
198,False,"{'a': 0.01, 'e': 0.09664846611762497}",20,0,-252.38477608612183,"{0: 4, 1: 1, 2: 11, 3: 1, 4: 3}",0
199,False,"{'a': 0.01, 'e': 0.09568679781186669}",20,0,-160.70294381657186,"{0: 8, 1: 1, 2: 9, 3: 0, 4: 2}",0
200,False,"{'a': 0.01, 'e': 0.09473469826562889}",20,0,-91.61942039620295,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
201,False,"{'a': 0.01, 'e': 0.09379207226816344}",25,0,-340.8247260252626,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 7}",0
202,False,"{'a': 0.01, 'e': 0.0928588255560852}",30,0,-240.53313351834151,"{0: 14, 1: 2, 2: 10, 3: 1, 4: 3}",0
203,False,"{'a': 0.01, 'e': 0.09193486480394512}",25,6,-189.23115307058532,"{0: 7, 1: 2, 2: 7, 3: 0, 4: 3}",1
204,False,"{'a': 0.01, 'e': 0.09102009761489813}",20,0,-213.49580348258448,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
205,False,"{'a': 0.01, 'e': 0.09011443251146296}",25,0,-208.5543498195243,"{0: 10, 1: 4, 2: 8, 3: 0, 4: 3}",0
206,False,"{'a': 0.01, 'e': 0.08921777892637452}",30,0,-250.81687812324373,"{0: 14, 1: 3, 2: 9, 3: 0, 4: 4}",0
207,False,"{'a': 0.01, 'e': 0.08833004719352713}",20,0,-204.62014887223424,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
208,False,"{'a': 0.01, 'e': 0.08745114853900768}",20,0,-265.31009511313454,"{0: 8, 1: 2, 2: 4, 3: 1, 4: 5}",0
209,False,"{'a': 0.01, 'e': 0.08658099507221838}",30,0,-135.78598291382366,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
210,False,"{'a': 0.01, 'e': 0.08571949977708733}",25,0,-127.87664581787041,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
211,False,"{'a': 0.01, 'e': 0.08486657650336717}",20,0,-116.74393845598401,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
212,False,"{'a': 0.01, 'e': 0.0840221399580197}",20,0,-182.92735583520718,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
213,False,"{'a': 0.01, 'e': 0.08318610569668675}",20,0,-114.20503224522034,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
214,False,"{'a': 0.01, 'e': 0.08235839011524543}",20,0,-275.3096135984381,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 6}",0
215,False,"{'a': 0.01, 'e': 0.08153891044144787}",25,0,-218.55240917576384,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 5}",0
216,False,"{'a': 0.01, 'e': 0.08072758472664375}",20,0,-233.0548325696927,"{0: 6, 1: 4, 2: 6, 3: 0, 4: 4}",0
217,False,"{'a': 0.01, 'e': 0.07992433183758554}",20,0,-156.7653200109432,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
218,False,"{'a': 0.01, 'e': 0.0791290714483149}",25,0,-274.245963583302,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 5}",0
219,False,"{'a': 0.01, 'e': 0.07834172403213022}",20,0,-29.464092068406256,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
220,False,"{'a': 0.01, 'e': 0.0775622108536337}",20,0,-124.4201972180908,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
221,False,"{'a': 0.01, 'e': 0.07679045396085799}",30,0,-253.85282080399008,"{0: 11, 1: 8, 2: 5, 3: 3, 4: 3}",0
222,False,"{'a': 0.01, 'e': 0.07602637617747057}",20,0,-83.53594550501688,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
223,False,"{'a': 0.01, 'e': 0.07526990109505646}",20,0,-15.569279253256477,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
224,False,"{'a': 0.01, 'e': 0.07452095306547696}",20,0,-99.08478034805633,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
225,False,"{'a': 0.01, 'e': 0.07377945719330503}",25,0,-151.51382511073865,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
226,False,"{'a': 0.01, 'e': 0.07304533932833548}",20,0,-56.46632631666495,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.07231852605817013}",20,0,-99.73858589968138,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
228,False,"{'a': 0.01, 'e': 0.0715989447008762}",20,0,-264.9937253923197,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 5}",0
229,False,"{'a': 0.01, 'e': 0.07088652329771837}",20,0,-119.18851726258882,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
230,False,"{'a': 0.01, 'e': 0.07018119060596259}",20,0,-127.28666188155196,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
231,False,"{'a': 0.01, 'e': 0.06948287609175195}",30,0,-292.4066626260846,"{0: 12, 1: 2, 2: 11, 3: 1, 4: 4}",0
232,False,"{'a': 0.01, 'e': 0.06879150992305308}",20,0,-134.66000420968996,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
233,False,"{'a': 0.01, 'e': 0.06810702296267293}",30,0,-150.87047528610185,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
234,False,"{'a': 0.01, 'e': 0.06742934676134511}",35,0,-199.67037375786137,"{0: 17, 1: 5, 2: 11, 3: 0, 4: 2}",0
235,False,"{'a': 0.01, 'e': 0.06675841355088473}",25,16,-19.635769142937228,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.06609415623741163}",25,0,-294.9871544807935,"{0: 9, 1: 1, 2: 10, 3: 0, 4: 5}",0
237,False,"{'a': 0.01, 'e': 0.06543650839464092}",25,0,-272.8678206920783,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 6}",0
238,False,"{'a': 0.01, 'e': 0.0647854042572403}",20,0,-237.59877345298474,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 5}",0
239,False,"{'a': 0.01, 'e': 0.06414077871425339}",20,0,-100.99907848662549,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
240,False,"{'a': 0.01, 'e': 0.06350256730258876}",25,0,-257.5638110461643,"{0: 10, 1: 4, 2: 5, 3: 2, 4: 4}",0
241,False,"{'a': 0.01, 'e': 0.06287070620057333}",30,0,-292.47472443764866,"{0: 11, 1: 6, 2: 8, 3: 0, 4: 5}",0
242,False,"{'a': 0.01, 'e': 0.06224513222157044}",30,0,-421.7502734663926,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 9}",0
243,False,"{'a': 0.01, 'e': 0.06162578280766078}",20,0,-138.89497586254157,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
244,False,"{'a': 0.01, 'e': 0.061012596023386906}",20,0,-110.96790628485111,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
245,False,"{'a': 0.01, 'e': 0.060405510549559345}",35,0,-389.84963865611996,"{0: 12, 1: 8, 2: 8, 3: 0, 4: 7}",0
246,False,"{'a': 0.01, 'e': 0.05980446567712486}",20,0,-26.061404090618776,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
247,False,"{'a': 0.01, 'e': 0.05920940130109528}",30,0,-211.87081208473873,"{0: 13, 1: 4, 2: 9, 3: 2, 4: 2}",0
248,False,"{'a': 0.01, 'e': 0.05862025791453717}",30,0,-287.29259534808153,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 5}",0
249,False,"{'a': 0.01, 'e': 0.05803697660262086}",30,0,-206.80336733308917,"{0: 13, 1: 6, 2: 7, 3: 2, 4: 2}",0
250,False,"{'a': 0.01, 'e': 0.05745949903672916}",20,0,-128.90851634722793,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
251,False,"{'a': 0.01, 'e': 0.056887767468624166}",35,0,-366.8761410364921,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 7}",0
252,False,"{'a': 0.01, 'e': 0.0563217247246727}",30,0,-198.52145111445472,"{0: 16, 1: 3, 2: 6, 3: 3, 4: 2}",0
253,False,"{'a': 0.01, 'e': 0.0557613142001286}",20,0,-98.6027343767501,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
254,False,"{'a': 0.01, 'e': 0.055206479853472455}",30,0,-210.99323013493742,"{0: 12, 1: 6, 2: 9, 3: 1, 4: 2}",0
255,False,"{'a': 0.01, 'e': 0.05465716620080718}",25,0,-87.77868029798492,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
256,False,"{'a': 0.01, 'e': 0.05411331831030981}",25,0,-147.2741734774599,"{0: 9, 1: 3, 2: 12, 3: 1, 4: 0}",0
257,False,"{'a': 0.01, 'e': 0.053574881796738055}",30,0,-278.4181129567449,"{0: 11, 1: 3, 2: 12, 3: 0, 4: 4}",0
258,False,"{'a': 0.01, 'e': 0.053041802815991836}",20,0,-107.64197572374843,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
259,False,"{'a': 0.01, 'e': 0.05251402805972888}",25,0,-172.76735507936283,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
260,False,"{'a': 0.01, 'e': 0.05199150475003371}",20,0,-276.1063187654173,"{0: 8, 1: 4, 2: 1, 3: 1, 4: 6}",0
261,False,"{'a': 0.01, 'e': 0.051474180634139964}",20,0,-250.47212603945624,"{0: 8, 1: 1, 2: 6, 3: 0, 4: 5}",0
262,False,"{'a': 0.01, 'e': 0.05096200397920491}",25,0,-246.50301518311278,"{0: 11, 1: 3, 2: 6, 3: 1, 4: 4}",0
263,False,"{'a': 0.01, 'e': 0.05045492356713627}",20,0,-195.04146666605095,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
264,False,"{'a': 0.01, 'e': 0.04995288868947023}",20,0,-110.5391349093949,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.049455849142300716}",20,0,-169.1241117831742,"{0: 7, 1: 3, 2: 8, 3: 0, 4: 2}",0
266,False,"{'a': 0.01, 'e': 0.048963755221258745}",25,0,-225.78060922922597,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
267,False,"{'a': 0.01, 'e': 0.04847655771654219}",25,0,-286.3637765998325,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 6}",0
268,False,"{'a': 0.01, 'e': 0.04799420790799454}",20,0,-131.96760661856533,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
269,False,"{'a': 0.01, 'e': 0.04751665756023301}",25,0,-160.05025122698817,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
270,False,"{'a': 0.01, 'e': 0.047043858917824824}",20,0,-103.31998960776394,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
271,False,"{'a': 0.01, 'e': 0.04657576470051179}",20,0,-137.14548129270545,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
272,False,"{'a': 0.01, 'e': 0.046112328098482064}",25,0,-252.2695498295755,"{0: 10, 1: 2, 2: 9, 3: 0, 4: 4}",0
273,False,"{'a': 0.01, 'e': 0.045653502767689265}",30,0,-251.1239849305243,"{0: 11, 1: 5, 2: 10, 3: 1, 4: 3}",0
274,False,"{'a': 0.01, 'e': 0.04519924282521793}",20,0,-147.935073412403,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
275,False,"{'a': 0.01, 'e': 0.044749502844695296}",25,0,-218.05179443053675,"{0: 13, 1: 0, 2: 7, 3: 2, 4: 3}",0
276,False,"{'a': 0.01, 'e': 0.04430423785174849}",25,0,-275.74893321306394,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 6}",0
277,False,"{'a': 0.01, 'e': 0.0438634033195072}",20,0,-195.72549950513542,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
278,False,"{'a': 0.01, 'e': 0.0434269551641508}",30,0,-335.67977951924723,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 7}",0
279,False,"{'a': 0.01, 'e': 0.042994849740500087}",20,0,-20.019936372711243,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
280,False,"{'a': 0.01, 'e': 0.042567043837652564}",30,0,-276.4455743257242,"{0: 11, 1: 6, 2: 8, 3: 1, 4: 4}",0
281,False,"{'a': 0.01, 'e': 0.042143494674661476}",25,0,-144.81699071518872,"{0: 12, 1: 7, 2: 4, 3: 0, 4: 2}",0
282,False,"{'a': 0.01, 'e': 0.04172415989625756}",20,0,-281.56774345306036,"{0: 6, 1: 1, 2: 8, 3: 0, 4: 5}",0
283,False,"{'a': 0.01, 'e': 0.04130899756861349}",20,0,-107.36860126411824,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
284,False,"{'a': 0.01, 'e': 0.040897966175150575}",25,0,-273.3667854736895,"{0: 8, 1: 7, 2: 3, 3: 3, 4: 4}",0
285,False,"{'a': 0.01, 'e': 0.04049102461238692}",25,0,-131.60233481063736,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
286,False,"{'a': 0.01, 'e': 0.04008813218582715}",20,0,-114.9168090803432,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
287,False,"{'a': 0.01, 'e': 0.03968924860589283}",25,0,-247.79283645267543,"{0: 9, 1: 6, 2: 5, 3: 1, 4: 4}",0
288,False,"{'a': 0.01, 'e': 0.039294333983893606}",20,0,-163.87909278720934,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
289,False,"{'a': 0.01, 'e': 0.038903348828038135}",20,0,-169.49658581449717,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
290,False,"{'a': 0.01, 'e': 0.03851625403948506}",25,0,-269.06822910989894,"{0: 9, 1: 1, 2: 10, 3: 1, 4: 4}",0
291,False,"{'a': 0.01, 'e': 0.0381330109084329}",20,0,-212.29875612320296,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 5}",0
292,False,"{'a': 0.01, 'e': 0.037753581110249214}",20,0,-219.01079753016364,"{0: 7, 1: 5, 2: 4, 3: 0, 4: 4}",0
293,False,"{'a': 0.01, 'e': 0.037377926701637955}",25,0,-221.57489019826932,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
294,False,"{'a': 0.01, 'e': 0.037006010116845255}",30,0,-225.55602804035115,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",0
295,False,"{'a': 0.01, 'e': 0.036637794163902664}",25,0,-207.3453996976761,"{0: 8, 1: 6, 2: 7, 3: 2, 4: 2}",0
296,False,"{'a': 0.01, 'e': 0.03627324202090808}",20,0,-113.59176786056676,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
297,False,"{'a': 0.01, 'e': 0.03591231723234337}",30,0,-274.69346570790213,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 5}",0
298,False,"{'a': 0.01, 'e': 0.03555498370542895}",30,0,-278.18438197014825,"{0: 12, 1: 2, 2: 12, 3: 0, 4: 4}",0
299,False,"{'a': 0.01, 'e': 0.035201205706514305}",25,0,-195.14608527821093,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
300,False,"{'a': 0.01, 'e': 0.03485094785750476}",25,0,-108.17907363557725,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
301,False,"{'a': 0.01, 'e': 0.034504175132323504}",25,0,-119.77784734532251,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
302,False,"{'a': 0.01, 'e': 0.03416085285340907}",25,0,-204.75737527049583,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
303,False,"{'a': 0.01, 'e': 0.033820946688247436}",25,0,-207.33287629906195,"{0: 9, 1: 6, 2: 7, 3: 0, 4: 3}",0
304,False,"{'a': 0.01, 'e': 0.03348442264593886}",20,0,-180.16078874062444,"{0: 7, 1: 1, 2: 10, 3: 0, 4: 2}",0
305,False,"{'a': 0.01, 'e': 0.033151247073798636}",25,0,-146.3428226799915,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
306,False,"{'a': 0.01, 'e': 0.03282138665399194}",20,0,-208.24533507406363,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
307,False,"{'a': 0.01, 'e': 0.03249480840020187}",25,0,-190.6404887245776,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
308,False,"{'a': 0.01, 'e': 0.03217147965433094}",30,0,-307.84655263036814,"{0: 9, 1: 7, 2: 8, 3: 2, 4: 4}",0
309,False,"{'a': 0.01, 'e': 0.0318513680832351}",20,0,-189.7274109724053,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
310,False,"{'a': 0.01, 'e': 0.03153444167549046}",25,0,-320.2469291828435,"{0: 8, 1: 6, 2: 4, 3: 1, 4: 6}",0
311,False,"{'a': 0.01, 'e': 0.031220668738192174}",25,0,-134.77544156853244,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
312,False,"{'a': 0.01, 'e': 0.030910017893785}",25,0,-194.50919871975628,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
313,False,"{'a': 0.01, 'e': 0.030602458076925656}",30,0,-371.25585251016906,"{0: 9, 1: 4, 2: 10, 3: 1, 4: 6}",0
314,False,"{'a': 0.01, 'e': 0.030297958531376123}",30,0,-138.66608671845333,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
315,False,"{'a': 0.01, 'e': 0.02999648880692813}",25,0,-333.31600576373086,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 7}",0
316,False,"{'a': 0.01, 'e': 0.02969801875635797}",30,0,-180.80619846602204,"{0: 13, 1: 2, 2: 14, 3: 0, 4: 1}",0
317,False,"{'a': 0.01, 'e': 0.029402518532411884}",30,0,-299.36241688132054,"{0: 11, 1: 4, 2: 10, 3: 1, 4: 4}",0
318,False,"{'a': 0.01, 'e': 0.02910995858482121}",20,0,-88.74190068591321,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
319,False,"{'a': 0.01, 'e': 0.028820309657347415}",20,0,-189.89396315984746,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
320,False,"{'a': 0.01, 'e': 0.028533542784856345}",30,0,-263.47859254940977,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 5}",0
321,False,"{'a': 0.01, 'e': 0.0282496292904218}",30,0,-176.83447108555652,"{0: 13, 1: 2, 2: 14, 3: 0, 4: 1}",0
322,False,"{'a': 0.01, 'e': 0.027968540782457724}",20,0,-151.6884343801459,"{0: 5, 1: 5, 2: 9, 3: 0, 4: 1}",0
323,False,"{'a': 0.01, 'e': 0.027690249151879107}",25,0,-187.1450029511465,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
324,False,"{'a': 0.01, 'e': 0.027414726569290945}",25,0,-176.42016590413303,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
325,False,"{'a': 0.01, 'e': 0.027141945482205405}",25,0,-296.562051122477,"{0: 7, 1: 2, 2: 11, 3: 1, 4: 4}",0
326,False,"{'a': 0.01, 'e': 0.026871878612286435}",25,0,-249.6754585876978,"{0: 10, 1: 2, 2: 9, 3: 0, 4: 4}",0
327,False,"{'a': 0.01, 'e': 0.026604498952622017}",20,0,-205.1446896537469,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
328,False,"{'a': 0.01, 'e': 0.026339779765023337}",20,0,-51.554967171323014,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
329,False,"{'a': 0.01, 'e': 0.026077694577351065}",30,0,-310.5621283091112,"{0: 10, 1: 6, 2: 9, 3: 0, 4: 5}",0
330,False,"{'a': 0.01, 'e': 0.025818217180867995}",25,0,-233.5566943376799,"{0: 10, 1: 3, 2: 7, 3: 2, 4: 3}",0
331,False,"{'a': 0.01, 'e': 0.02556132162761828}",20,0,-171.03144286079555,"{0: 7, 1: 2, 2: 9, 3: 0, 4: 2}",0
332,False,"{'a': 0.01, 'e': 0.025306982227832488}",20,0,-163.48689950943782,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
333,False,"{'a': 0.01, 'e': 0.025055173547358707}",25,0,-235.31933316133933,"{0: 8, 1: 5, 2: 8, 3: 1, 4: 3}",0
334,False,"{'a': 0.01, 'e': 0.024805870405119047}",20,4,-63.097373914728614,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
335,False,"{'a': 0.01, 'e': 0.024559047870591516}",25,0,-178.25179507104374,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
336,False,"{'a': 0.01, 'e': 0.024314681261316994}",20,0,-174.8784175051972,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
337,False,"{'a': 0.01, 'e': 0.024072746140430895}",20,0,-53.86448750846139,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
338,False,"{'a': 0.01, 'e': 0.02383321831421954}",35,0,-258.9475523349085,"{0: 16, 1: 2, 2: 13, 3: 1, 4: 3}",0
339,False,"{'a': 0.01, 'e': 0.023596073829700675}",20,0,-231.24263533794903,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 5}",0
340,False,"{'a': 0.01, 'e': 0.023361288972228254}",20,0,-127.87166658263564,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
341,False,"{'a': 0.01, 'e': 0.023128840263120853}",25,0,-95.48721974228891,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
342,False,"{'a': 0.01, 'e': 0.022898704457313873}",20,0,-79.3287894638071,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
343,False,"{'a': 0.01, 'e': 0.022670858541034927}",30,0,-248.50527107601357,"{0: 12, 1: 4, 2: 10, 3: 1, 4: 3}",0
344,False,"{'a': 0.01, 'e': 0.022445279729502537}",20,0,-189.5016281921881,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 3}",0
345,False,"{'a': 0.01, 'e': 0.022221945464647556}",30,0,-191.73761093295278,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
346,False,"{'a': 0.01, 'e': 0.022000833412857395}",25,0,-228.11145038245388,"{0: 8, 1: 4, 2: 10, 3: 0, 4: 3}",0
347,False,"{'a': 0.01, 'e': 0.0217819214627426}",20,0,-119.5548220293369,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
348,False,"{'a': 0.01, 'e': 0.021565187722925754}",25,0,-166.55032952763764,"{0: 10, 1: 4, 2: 8, 3: 2, 4: 1}",0
349,False,"{'a': 0.01, 'e': 0.021350610519852237}",30,0,-201.75520198579264,"{0: 11, 1: 4, 2: 13, 3: 1, 4: 1}",0
350,False,"{'a': 0.01, 'e': 0.02113816839562295}",30,0,-217.7405518982554,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
351,False,"{'a': 0.01, 'e': 0.020927840105848413}",20,0,-209.8702890991258,"{0: 7, 1: 2, 2: 8, 3: 0, 4: 3}",0
352,False,"{'a': 0.01, 'e': 0.0207196046175244}",20,0,-99.32370971888568,"{0: 7, 1: 5, 2: 8, 3: 0, 4: 0}",0
353,False,"{'a': 0.01, 'e': 0.020513441106928522}",25,0,-217.30122632892832,"{0: 8, 1: 7, 2: 7, 3: 0, 4: 3}",0
354,False,"{'a': 0.01, 'e': 0.020309328957537936}",30,0,-116.76387986172686,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
355,False,"{'a': 0.01, 'e': 0.020107247757967593}",20,0,-175.58912506824493,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
356,False,"{'a': 0.01, 'e': 0.019907177299929153}",20,0,-174.26871756241516,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
357,False,"{'a': 0.01, 'e': 0.019709097576210064}",20,0,-93.20327644899676,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
358,False,"{'a': 0.01, 'e': 0.01951298877867291}",20,0,-144.3325888432323,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
359,False,"{'a': 0.01, 'e': 0.0193188312962745}",20,0,-204.452497511498,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
360,False,"{'a': 0.01, 'e': 0.01912660571310479}",25,0,-260.86602179700986,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 5}",0
361,False,"{'a': 0.01, 'e': 0.01893629280644529}",30,0,-220.36357412836264,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
362,False,"{'a': 0.01, 'e': 0.01874787354484672}",25,0,-121.54480316278125,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
363,False,"{'a': 0.01, 'e': 0.018561329086225924}",25,0,-139.62957325611032,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
364,False,"{'a': 0.01, 'e': 0.01837664077598157}",30,0,-368.1673508890062,"{0: 11, 1: 2, 2: 7, 3: 5, 4: 5}",0
